,tweet_id,embedded_tweet_count,ref_tweet_count,has_embeds,has_refs
0,1485135297,0,0,False,False
1,1485137724,0,0,False,False
2,1485491975,0,0,False,False
3,1486439618,0,12,False,True
4,1486935974,0,1,False,True
5,1487291000,0,0,False,False
6,1487917261,0,0,False,False
7,1489884744,0,0,False,False
8,1489954493,0,0,False,False
9,1490039906,0,0,False,False
10,1490894720,0,0,False,False
11,1491069615,0,0,False,False
12,1491634005,0,0,False,False
13,1492666376,0,0,False,False
14,1493904675,0,0,False,False
15,1494007308,0,0,False,False
16,1494211216,0,1,False,True
17,1494361510,0,0,False,False
18,1494967952,0,0,False,False
19,1495800099,0,0,False,False
20,1496035994,0,0,False,False
21,1496055272,0,0,False,False
22,1496244179,0,0,False,False
23,1496333500,0,0,False,False
24,1496461562,0,0,False,False
25,1496593244,0,0,False,False
26,1497535194,0,1,False,True
27,1498541687,0,0,False,False
28,1499277561,0,0,False,False
29,1500243262,0,0,False,False
30,1500253374,0,0,False,False
31,1500260343,0,0,False,False
32,1500514499,0,0,False,False
33,1500596390,0,0,False,False
34,1500886697,0,0,False,False
35,1501967300,0,0,False,False
36,1502123785,0,0,False,False
37,1502900927,0,0,False,False
38,1502977632,0,0,False,False
39,1503022016,0,0,False,False
40,1503467608,0,0,False,False
41,1504170174,0,3,False,True
42,1504523470,0,0,False,False
43,1504651130,0,0,False,False
44,1504917583,0,0,False,False
45,1505124322,0,0,False,False
46,1505246472,0,0,False,False
47,1505961435,0,0,False,False
48,1506067528,0,0,False,False
49,1506273704,0,0,False,False
50,1506515166,0,0,False,False
51,1507028732,0,0,False,False
52,1507328171,0,0,False,False
53,1507698532,0,9,False,True
54,1508548786,0,0,False,False
55,1509778908,0,0,False,False
56,1510016809,0,0,False,False
57,1510326936,0,0,False,False
58,1510439625,0,0,False,False
59,1510957784,0,0,False,False
60,1511462265,0,0,False,False
61,1511552217,0,0,False,False
62,1511710393,0,0,False,False
63,1511801241,0,0,False,False
64,1512263582,0,0,False,False
65,1512544643,0,0,False,False
66,1512772015,0,1,False,True
67,1513092107,0,0,False,False
68,1513144518,0,0,False,False
69,1513165678,0,0,False,False
70,1513173231,0,5,False,True
71,1513336519,0,0,False,False
72,1513548828,0,0,False,False
73,1513683046,0,0,False,False
74,1513687806,0,0,False,False
75,1513863591,0,0,False,False
76,1514701250,0,0,False,False
77,1514851040,0,0,False,False
78,1515015586,0,0,False,False
79,1516120310,0,0,False,False
80,1516326869,0,0,False,False
81,1516367235,0,0,False,False
82,1516477885,0,0,False,False
83,1517303697,0,0,False,False
84,1517931735,0,0,False,False
85,1518101714,0,0,False,False
86,1518198788,0,1,False,True
87,1518591825,0,0,False,False
88,1518598954,0,0,False,False
89,1518674755,0,0,False,False
90,1518742621,0,0,False,False
91,1518796193,0,0,False,False
92,1519205764,0,0,False,False
93,1520412784,0,0,False,False
94,1520542662,0,0,False,False
95,1521057106,0,0,False,False
96,1521311291,0,5,False,True
97,1521510612,0,0,False,False
98,1522177628,0,0,False,False
99,1524150997,0,0,False,False
100,1524507459,0,1,False,True
101,1526666920,0,0,False,False
102,1527428009,0,0,False,False
103,1527701727,0,0,False,False
104,1527739358,0,0,False,False
105,1529229718,0,1,False,True
106,1529746463,0,0,False,False
107,1530100463,0,0,False,False
108,1530283121,0,0,False,False
109,1530462106,0,0,False,False
110,1530691640,0,0,False,False
111,1530802773,0,0,False,False
112,1531217096,0,0,False,False
113,1531283614,0,0,False,False
114,1532018656,0,0,False,False
115,1532147352,0,0,False,False
116,1532368124,0,0,False,False
117,1532528237,0,0,False,False
118,1532592916,0,0,False,False
119,1532700467,0,0,False,False
120,1533027760,0,0,False,False
121,1533192184,0,0,False,False
122,1533215155,0,0,False,False
123,1533219879,0,0,False,False
124,1533340612,0,0,False,False
125,1534788543,0,0,False,False
126,1534968611,0,0,False,False
127,1535099522,0,0,False,False
128,1535133650,0,0,False,False
129,1535205003,0,0,False,False
130,1535380039,0,0,False,False
131,1535616117,0,0,False,False
132,1536181991,0,0,False,False
133,1536550343,0,0,False,False
134,1536596829,0,0,False,False
135,1536846002,0,0,False,False
136,1537751993,0,0,False,False
137,1538428396,0,0,False,False
138,1538665307,0,0,False,False
139,1538749970,0,0,False,False
140,1539030192,0,0,False,False
141,1539896909,0,0,False,False
142,1540298219,0,0,False,False
143,1540303477,0,0,False,False
144,1540798865,0,0,False,False
145,1540927819,0,0,False,False
146,1540947712,0,0,False,False
147,1541518961,0,1,False,True
148,1541665012,0,0,False,False
149,1542816037,0,0,False,False
150,1543028294,0,0,False,False
151,1543109439,0,0,False,False
152,1543125972,0,0,False,False
153,1543247801,0,0,False,False
154,1543294718,0,0,False,False
155,1543434566,0,3,False,True
156,1543872580,0,0,False,False
157,1544040985,0,0,False,False
158,1544393783,0,0,False,False
159,1544634550,0,0,False,False
160,1544757773,0,0,False,False
161,1545245375,0,0,False,False
162,1545251823,0,0,False,False
163,1545558691,0,0,False,False
164,1545604325,0,0,False,False
165,1545865338,0,0,False,False
166,1546317380,0,0,False,False
167,1546463753,0,0,False,False
168,1546577076,0,0,False,False
169,1546592920,0,0,False,False
170,1546641995,0,5,False,True
171,1547333557,0,0,False,False
172,1547754854,0,0,False,False
173,1547831399,0,0,False,False
174,1548144972,0,0,False,False
175,1548203189,0,0,False,False
176,1548229763,0,0,False,False
177,1548723448,0,0,False,False
178,1548791547,0,0,False,False
179,1549158687,0,0,False,False
180,1549164073,0,0,False,False
181,1549219616,0,0,False,False
182,1549655149,0,0,False,False
183,1549709924,0,0,False,False
184,1549751532,0,0,False,False
185,1549777517,0,0,False,False
186,1549821838,0,0,False,False
187,1549887801,0,0,False,False
188,1550107526,0,0,False,False
189,1550144038,0,0,False,False
190,1550225040,0,0,False,False
191,1550522291,0,0,False,False
192,1550542657,0,0,False,False
193,1551078250,0,0,False,False
194,1551129401,0,0,False,False
195,1551259962,0,0,False,False
196,1551546488,0,0,False,False
197,1551721223,0,0,False,False
198,1551794094,0,1,False,True
199,1551969988,0,0,False,False
200,1552043672,0,0,False,False
201,1552074016,0,0,False,False
202,1552406833,0,0,False,False
203,1552526784,0,5,False,True
204,1552922138,0,0,False,False
205,1553111437,0,0,False,False
206,1553120127,0,0,False,False
207,1553170165,0,0,False,False
208,1553216201,0,0,False,False
209,1553275723,0,0,False,False
210,1553456332,0,0,False,False
211,1553505592,0,0,False,False
212,1553847930,0,0,False,False
213,1553886948,0,0,False,False
214,1553968946,0,2,False,True
215,1553992713,0,1,False,True
216,1554102842,0,0,False,False
217,1554139928,0,0,False,False
218,1554235476,0,0,False,False
219,1554309995,0,0,False,False
220,1554374331,0,0,False,False
221,1554490731,0,0,False,False
222,1554493316,0,0,False,False
223,1554891031,0,0,False,False
224,1555029661,0,0,False,False
225,1555302474,0,0,False,False
226,1555345581,0,0,False,False
227,1555831121,0,0,False,False
228,1555971493,0,0,False,False
229,1556098374,0,0,False,False
230,1556159991,0,1,False,True
231,1556549532,0,0,False,False
232,1556567855,0,0,False,False
233,1556711713,0,0,False,False
234,1556894076,0,0,False,False
